resource_code,resource_name,resource_type,common_name,unit,price_median,price_min,price_max,price_mean,variant_count,currency,usage_count,tech_group,variable_parts_sample
MEME-TO-KATO-MEKA,PVC corner profile with mesh,abstract_material,,m,43.43,4.12,281.52,75.52,28,EUR,25,RIVO-METO-KANESA,"PVC damper (shock absorber) for fastening a straight volumetric rebounder, for interior wall finishing, width 50 mm, height 14 mm, thickness ME.SA mm • PVC rebounder board for interior wall finishing,"
RITO-RI-KARI-KARI,Copper pipes for air conditioning systems,abstract_material,"Round drawn and cold-rolled copper pipes, wall thickness",m,16.03,3.29,62.8,21.69,9,EUR,25,TONE-MEPU-KARIME,"KA.VO mm, outer diameter MERI.LI mm • KA.VO mm, outer diameter NE.TO mm • KA.VO mm, outer diameter DX.SARI mm • ME.KA mm, outer diameter MESA.VOVO mm • ME.KA mm, outer diameter MEDX.KASA mm • ME.KA mm"
KAVO-TO-KAME-KARI,I-beams with parallel flange edges,abstract_material,"I-beams with parallel flanges, steel grade",t,1887.83,1838.83,2730.87,2157.38,12,EUR,25,METO-KAPU-KARIME,"09G2S, 12G2S, No. 10B-18B • 09G2S, 12G2S, No. 20B-60B • 09G2S, 12G2S, No. 20K-40K • 09G2S, 12G2S, No. 20Sh-50Sh • S345-S440, No. 10B-18B • S345-S440, No. 20B-60B • S345-S440, No. 20K-40K • S345-S440, "
KAVO-PU-KATO-KARI,Smooth steel reinforcement,abstract_material,"Hot-rolled smooth reinforcing steel, class A-I, diameter",t,1317.63,1317.3,1531.79,1388.91,3,EUR,24,METO-KANE-KAKAPU,25-28 mm • 32-40 mm • 6-22 mm
KASA-ME-KALI-RILI,Concrete pillars,abstract_material,"Reinforced concrete fence posts, volume up to KA.KANE m3, concrete B15, reinforcement consumption fr",pcs,1251.75,546.92,1502.4,1101.8,1,EUR,24,MEVO-KAME-RIKAME,100 to 150 kg/m3 • 150 to 200 kg/m3 • 200 to 250 kg/m3 • 250 to 300 kg/m3 • 300 to 350 kg/m3 • 350 to 400 kg/m3
MEVO-RI-KAPU-KADX,Components for wells and drainage and sewerage systems (well shaft elements),abstract_material,,m,1489.67,347.67,2008.01,1333.75,4,EUR,24,TONE-KAPU-MEPUPU,"Pipe for prefabricated sewer manhole, polypropylene with stiffening ribs, diameter 630 mm • Manhole base, polymer, for underground sewer systems for wastewater and storm water drainage, surface type A"
KAME-SA-KAME-KAME,Road marking paints,abstract_material,"Paint for road marking of motorways, suspension of pigments and fillers in acrylic copolymer with mo",t,3.95,0.31,4.1,3.22,1,EUR,24,NESA-MEKA-KAKARI,white • orange
RISA-ME-KAME-KARI,Beams for railroad turnouts,abstract_material,Wooden beam,m3,485.39,485.39,485.39,485.39,2,EUR,24,SASA-KARI-KAKAME,"deciduous species, impregnated, for turnouts • coniferous species, impregnated, for turnouts"
METO-RI-KATO-KAME,Stone,abstract_material,Cobblestones,m3,96.92,96.92,96.92,96.92,1,EUR,23,PUDX-KAME-KAKARI,
MEPU-TO-KARI-KASA,Silicate paints,abstract_material,"Two-component silicate paint based on liquid potassium glass with dry zinc white, component A",t,3312.17,3241.95,3382.39,3312.17,2,EUR,23,RIVO-KAPU-KATOLI,"(base), white • (base), colored"
MEVO-SA-KAVO-KASA,Steel anchor brackets with plastic dowels for radiator mounting,abstract_material,Steel brackets,100 pcs,528.91,40.61,1236.19,582.36,20,EUR,23,TONE-KANE-KADXME,"wall anchors for mounting radiators, with plastic dowels measuring 10x75 mm, diameter 7 mm, length 170 mm • wall anchors for mounting radiators, with plastic dowels measuring 10x75 mm, diameter 7 mm, "
MEVO-ME-KADX-KAME,Steel gas ball valves with equal passage,abstract_material,Tap,pcs,394.81,7.58,462843.58,55028.57,19,EUR,23,TOSA-KASA-KAPUKA,"brass gas tensioning, coupling connection to the pipeline, nominal diameter 25 mm • brass gas tensioning, coupling connection to the pipeline, nominal diameter 40 mm • cork gas cast iron, coupling, no"
KARI-RI-KAME-KARI,Gravel,abstract_material,"Gravel M 400-1000, fraction",m3,69.48,69.48,69.48,69.48,4,EUR,22,KATO-KAME-KAKAME,10-20 mm • 20-40 mm • 40-80(70) mm • 5(3)-10 mm
KASA-ME-KASA-MERI,Precast reinforced concrete structures (shell piles),abstract_material,Hollow round piles,m3,944.93,315.51,2185.02,1129.73,6,EUR,22,MEVO-KAME-KADXRI,"for bridge supports reinforced concrete, concrete B30, reinforcement consumption from 250 to 300 kg/m3 • for bridge supports reinforced concrete, concrete B30, reinforcement consumption from 300 to 35"
KAME-NE-KAME-MEKA,"Cement-chipboard slabs, unground",abstract_material,Cement-chipboard slabs,m2,16.85,8.26,28.52,18.42,13,EUR,22,MEVO-KARI-KAVOKA,"unsanded chipboard-1, thickness 18 mm • unsanded chipboard-1, thickness 22 mm • unsanded chipboard-1, thickness 24 mm • unsanded chipboard-1, thickness 8 mm • unsanded chipboard-2, thickness 10 mm • u"
MEME-ME-KATO-KASA,"Unedged softwood boards, natural moisture content, length RI-NE.SA m, width 100-250, thickness 20 mm",abstract_material,Unedged boards,m3,638.83,285.58,1199.3,683.92,22,EUR,22,MENE-KARI-KARIRI,"deciduous species (birch), natural moisture content, length RI-NE.SA m, all widths, thickness 45 mm and above, grade II • deciduous species (birch, linden), dry, length RI-NE.SA m, all widths, thickne"
RITO-LI-KAME-KATO,Pipelines with sleeves,abstract_material,,m,16.08,1.14,16.65,13.09,1,EUR,22,TOTO-KAPU-PUMEPU,"Loading onto a motor vehicle: materials transported in bags and packages, with a weight of up to 51 kilograms per item • Unloading from a motor vehicle: materials transported in bags and packages, wit"
KANE-ME-KAME-KAPU,Clay brick for chimneys,abstract_material,"Single clay brick for chimneys, dimensions 250x120x65 mm, brand",1000 pcs,436.52,412.73,599.25,495.48,5,EUR,22,MEME-KARI-KARIRI,125 • 150 • 200 • 250 • 300
MEVO-ME-KADX-KALI,"Ball valves for welding, insulated with polyurethane foam",abstract_material,Tap,pcs,792.71,2.78,52501.41,5065.79,119,EUR,22,TOSA-KASA-KAKADX,"steel ball valve, with handle, welded connection to pipeline, nominal pressure RI.SA MPa, nominal diameter 100 mm • steel ball valve, with handle, welded connection to pipeline, nominal pressure RI.SA"
MEVO-ME-KARI-KAPU,Gate valves with gas pipes,abstract_material,Gate valve,pcs,10041.29,1760.48,37513.03,13185.68,96,EUR,22,TOSA-KATO-KAVOPU,"Made of high-strength cast iron with a rubberized wedge, with a highly reinforced coating, with polyethylene pipes with a diameter of 110 mm, manually operated, for gas supply, nominal pressure ME.KA "
RISA-ME-KARI-KAME,Reinforced concrete half-sleeper with reduced vibration,abstract_material,,set,276.28,255.35,848.08,459.9,3,EUR,22,SANE-KAME-KAKAME,"Reinforced concrete half-sleeper for ballastless track superstructure with reduced vibration, version 2, with non-separable screw-and-dowel rail fastening, rail pad, rubber cover, 12 mm thick elastic "
RISA-ME-KANE-RITO,Crossovers,abstract_material,"Sleeper made of polymer composite materials for broad gauge railways, type I-II",set,428.32,0,3750.46,1281.56,2,EUR,22,NEKA-RIRI-KAKAVO,"Track inserts • Steel track fasteners for rails, diameter 22 mm, M22 thread, length 2250 mm, with two M22 nuts"
MELI-RI-KARI-KASA,Siliceous dinas products,abstract_material,General-purpose refractory dinas products,t,1027.37,597.9,3010.44,1297.04,36,EUR,22,RINE-KAPU-KARINE,"DBK No. 10, 13, 15, 16, 18-21, 23, 24, 26-30, 33-39, 42, 43, 46, 48, 50 • DBK No. 3, 31, 32, 40, 51-54 • DBK No. 4, 7, 9, 11, 12, 14, 17, 22, 25, 44, 45, 47 • DBK No. 5, 8 • DBK No. 6, 41, 70-73, 75, "
MENE-RI-KARI-KADX,Seedlings,abstract_material,Seedling,1000 pcs,1974.86,1625.68,3100.05,2168.86,4,EUR,22,PUVO-KAME-KARIPU,"Siberian spruce, height up to KA.SAKA m • Siberian cedar, height up to KA.SA m • Siberian larch, height up to KA.SA m • Scots pine, height up to KA.SA m"
MENE-TO-KARI-KAME,Mineral fertilizers,abstract_material,,kg,1.19,0.96,1.5,1.22,3,EUR,21,PULI-KATO-KAKADX,"Ammonium nitrate, grade B • Complex fertilizer based on diammonium phosphate • Nitrophoska fertilizer"
KAME-PU-KAPU-KAME,Needle filters,abstract_material,Filter,pcs,5557.0,2828.29,9742.98,5754.87,14,EUR,21,TOME-KATO-KAKASA,"perforated rod for drilling water-lowering wells from casing with an outer diameter of 168 mm, perforation with stainless steel wire winding, pipe wall thickness MEKA.NE mm, length 5000 mm • perforate"
KAPU-ME-KAME-KAME,Lightweight concrete mixes with porous aggregates,abstract_material,"Lightweight concrete mixes (BSL) on porous aggregates, medium density",m3,135.92,126.25,165.01,137.68,9,EUR,21,MELI-KAME-KAKARI,"D1200-D1700 kg/m3, class B12.5 (M150) • D1200-D1800 kg/m3, class B15 (M200) • D1200-D1800 kg/m3, class B20 (M250) • D1200-D1800 kg/m3, class B22.5 (M300) • D1200-D1800 kg/m3, class B25 (M350) • D1200-"
KASA-ME-KAPU-METO,Precast reinforced concrete structures,abstract_material,"Reinforced concrete shaft tie rod reinforced with cold-drawn steel wire of class Vp-1, concrete B25 ",pcs,3.48,3.24,3.72,3.48,2,EUR,21,MEVO-KARI-KATOTO,1000x200x50 mm • 800x200x50 mm
MEME-TO-KATO-KADX,Polyvinyl chloride handrails,abstract_material,,m,43.17,12.73,55.88,40.01,5,EUR,21,RIKA-KAME-KATODX,"PVC shock-absorbing corner trim for interior wall finishing, adhesive installation, dimensions 50x50 mm, thickness ME.VO mm • PVC wall protection plate, adhesive installation, height 200 mm, thickness"
KASA-RI-KARI-RITO,Precast reinforced concrete structures,abstract_material,Solid cement steps,pcs,2320.86,1236.61,3481.09,2324.58,1,EUR,21,MEVO-KARI-KAKAVO,"vibropressed, on white cement • vibropressed, on gray cement • vibropressed, colored on white cement • vibropressed, colored on gray cement"
RITO-ME-KATO-KAME,"Fixed supports, insulated with polyurethane foam, in a polyethylene shell",abstract_material,"Fixed support with polyurethane foam insulation in a polyethylene shell, shield dimensions",pcs,1221.28,231.94,11632.34,2884.43,21,EUR,21,TOTO-MERI-KAMERI,"1000x1000x50 mm, pipe length 3000 mm, pipe wall thickness 8 mm, outer diameter of steel pipe 630 mm, outer diameter of insulation 800 mm • 1100x1100x50 mm, pipe length 3500 mm, pipe wall thickness 8 m"
KAVO-ME-KARI-KATO,Window slope box mounting plate,abstract_material,,pcs,1.18,0.97,6.35,2.84,3,EUR,21,RIVO-METO-KAPUME,"Galvanized steel angle bracket, dimensions 200x50x50 mm, thickness ME.RI mm • Galvanized steel clamping strip with polymer coating, width 82 mm, length 2000 mm, thickness KA.SA mm • Painted aluminum g"
MEVO-RI-KALI-KAME,Pipelines with sleeves,abstract_material,,m,24.96,1.78,25.85,20.33,1,EUR,21,TOTO-KAPU-PUTORI,"Loading onto a motor vehicle: roll roofing materials (in particular, linoleum, glassine, roofing felt, roofing material) weighing up to 80 kilograms per item • Unloading from a motor vehicle: roll roo"
MEVO-SA-KALI-KAPU,Condensate drain pipe,abstract_material,"Condensate drain pipe, diameter 32 mm",set,40.53,40.53,40.53,40.53,1,EUR,21,TOSA-METO-KAMEVO,
KARI-RI-KASA-KAVO,"Hot black crushed stone, fraction 10 (15)-20 (25) mm",abstract_material,"Hot black crushed stone, fraction",t,145.91,145.91,145.91,145.91,4,EUR,21,SAPU-MELI-KAKAPU,10-15 mm • 15-20 mm • 20-25 mm • 5-10 mm
KASA-ME-KASA-METO,Reinforced concrete foundations for contact network supports,abstract_material,Reinforced concrete foundations for anchors and contact supports,pcs,1229.47,218.37,1338.65,1027.25,1,EUR,21,MEVO-KAME-RIMEVO,"mesh, concrete B30, reinforcement consumption from 150 to 200 kg/m3 • mesh, volume up to 1 m3, concrete B25, reinforcement consumption from 100 to 150 kg/m3"
RITO-SA-KARI-KATO,Welded tubular sheet pile made of electric welded pipes,abstract_material,,t,4813.51,3535.66,4813.51,4557.94,5,EUR,20,MESA-MERI-MERISA,"Locks for KO type welded tubular piles (cam-clamp), size from 169 mm to 500 mm, 09G2S steel, minimum strength class C325 • Pile made of electric-welded pipes with a composite lock-type pinion connecti"
KARI-PU-KATO-KATO,"Slag sand, medium fraction",abstract_material,Crushed stone from ferrous and non-ferrous metallurgy slag for,m3,118.87,74.07,138.02,112.46,48,EUR,20,MEKA-KAME-KAKAME,"M 1000 concrete, fraction 10-20 mm • M 1000 concrete, fraction 5-10 mm • M 1200 concrete, fraction 10-20 mm • M 1200 concrete, fraction 5-10 mm • M 600 concrete, fraction 10-20 mm • concrete M 600, fr"
MEPU-SA-KAPU-KATO,Sealing mastic,abstract_material,KN-2 rubber adhesive mastic,kg,5.33,5.33,5.33,5.33,1,EUR,20,RILI-KATO-KAPUSA,
KALI-ME-KAPU-KARI,Steel fasteners,abstract_material,,kg,84.7,12.01,203.17,114.18,1,EUR,20,SAME-KAME-KAKAME,Transportation of Class I cargoes in tank trucks with a tank capacity of up to 8 m3 on dirt roads and winter roads for a distance of 1 km • Transportation of Class I cargoes in tank trucks with a tank
MEPU-RI-KANE-KAME,Antiseptic-fire retardant,abstract_material,,kg,6.95,2.65,11.08,6.72,12,EUR,20,RINE-KARI-KAKANE,"Antiseptic for wood, concrete, stone, brick, for exterior and interior use, density at 20 °C KA.DXSA-ME.KASA g/cm3, processing temperature from 0 to +50 °C, operating temperature from -50 to +80 °C • "
MEPU-PU-KAME-KADX,Two-component epoxy resin-based primer,abstract_material,,kg,50.55,14.09,114.13,49.21,17,EUR,20,RIVO-KAME-KAKAPU,"Two-component epoxy primer containing aromatic amines for leveling and repairing reinforced concrete, concrete, and cement substrates with high moisture content, creating epoxy and polyurethane floors"
KANE-ME-KAME-KANE,Acid-resistant straight brick,abstract_material,Acid-resistant brick,t,666.24,567.15,764.39,662.27,6,EUR,20,MEME-KARI-KARIME,"Wedge, type KT (KR), class A, dimensions 230x113x65 mm • Wedge, type KT (KR), class B, dimensions 230x113x65 mm • Straight, type KP, class A, dimensions 230x113x65 mm • straight, type KP, class B, dim"
METO-RI-KAME-KARI,Architectural and construction products made of porous rock,abstract_material,Facing slab made of,m2,166.16,107.26,260.95,177.93,434,EUR,20,RIVO-RIRI-KADXSA,"Shell rock, bush hammered, dimensions 200x400 mm, thickness 10 mm • Shell rock, bush hammered, dimensions 200x400 mm, thickness 100 mm • Shell rock, bush hammered, dimensions 200x400 mm, thickness 110"
MEPU-RI-KAME-KANE,Adhesive composition,abstract_material,,t,2730.34,1784.9,3675.79,2730.34,2,EUR,20,RILI-KASA-KAMEPU,"Adhesive composition • Paraffin emulsion film-forming coating for road works, dry matter content 15-35%, hydrogen index (pH) 7-9 units, color white, yellow"
KADX-TO-KAME-KARI,Telescopic metal formwork props,abstract_material,"Telescopic metal formwork stand, outer pipe diameter 60 mm, inner pipe diameter 50 mm, length from M",pcs,34.58,34.58,34.58,34.58,1,EUR,19,TOKA-KAME-KATOPU,
RIPU-RI-KATO-KAME,Concrete mixer,abstract_material,,m,125.36,4.85,231.51,142.03,1,EUR,19,TOTO-MEME-KAKAME,"Concrete pipe lock, diameter 125 mm • Concrete pipe elbow 90°, diameter 125 mm, turning radius 1000 mm • Steel concrete pipe section for feeding concrete mix, inner diameter 125 mm, wall thickness PU."
KASA-RI-KATO-KAME,Lightweight concrete blocks,abstract_material,"Lightweight concrete wall blocks, dimensions 390x190x188",m3,184.21,166.06,219.02,187.86,8,EUR,19,MEVO-KAME-KANEDX,"mm, grade 100 • mm, grade 25 • mm, grade 35 • mm, grade 50 • mm, grade 75 • mm, hollow, grade 25 • mm, hollow, grade 35 • mm, hollow, grade 50"
RITO-ME-KATO-KATO,Movable welded supports,abstract_material,"Movable welded support, type",pcs,43.08,5.06,168.53,51.05,92,EUR,19,TOTO-MERI-KADXVO,"1, for steel pipelines with a nominal diameter of 15 to 40 mm, with insulation, support height 100 mm, nominal passage diameter 15-20 mm • 1, for steel pipelines with a nominal diameter of 15 to 40 mm"
MEME-ME-KAME-KANE,Wooden window sills,abstract_material,"Glued coniferous wood window sill board, thickness",m,38.37,14.52,67.29,38.27,14,EUR,19,RIVO-METO-KAKANE,"28 mm, width 150 mm • 28 mm, width 200 mm • 28 mm, width 250 mm • 28 mm, width 300 mm • 28 mm, width 350 mm • 28 mm, width 400 mm • 28 mm, width 450 mm • 40 mm, width 150 mm • 40 mm, width 200 mm • 40"
MEME-RI-KALI-MERI,Piece goods,abstract_material,"Wooden glazing bead (layout), unpainted, cross-section",pcs,0.47,0.23,0.7,0.47,1,EUR,19,NELI-KAME-KAKANE,10x10 mm • 19x19 mm
KAME-LI-METO-KATO,Asphalt concrete tiles,abstract_material,,m2,60.87,8.09,205.14,104.75,1,EUR,19,SAPU-MENE-KAKAME,Transportation of Class I cargo by flatbed trucks with a carrying capacity of up to 20 tons on dirt roads and winter roads for a distance of 1 km • Transportation of Class I cargo by flatbed trucks wi
KADX-TO-KAME-KAPU,Aluminum bracket for ventilated curtain walls,abstract_material,,pcs,5.86,0.57,15.76,6.75,16,EUR,19,RIVO-RIPU-KAPUKA,"Aluminum upper fastener (clip) for ventilated curtain walls, dimensions 60x23x60 mm, aluminum thickness 2 mm • Lower aluminum fastener (clip) for ventilated curtain walls, dimensions 60x23x60 mm, alum"
MEDX-RI-KARI-KAME,Steel umbrellas for ventilation systems,abstract_material,Ventilation system hood made of sheet metal and structural steel,pcs,45.91,13.84,156.32,60.76,14,EUR,19,TONE-MEME-KARIDX,"steel, round, shaft diameter 1000 mm • steel, round, shaft diameter 200 mm • steel, round, shaft diameter 250 mm • steel, round, shaft diameter 315 mm • steel, round, shaft diameter 400 mm • steel, ro"
KAME-LI-METO-KAME,Asphalt granulate,abstract_material,Asphalt concrete scrap,t,15.92,15.92,15.92,15.92,1,EUR,19,SAPU-KAPU-KAKAME,
KALI-RI-KARI-KATO,Anchor braces for reinforced concrete supports,abstract_material,Steel tie rod,pcs,993.74,45.93,1504.72,976.37,1,EUR,19,NERI-RIRI-KAKAPU,"anchor for supports, grade B60 • anchor for supports, grade B61 • anchor for supports, grade B63 • for supports, grade OT-3 • for supports, grade OT-5 • for supports, grade OT-6 • rope for supports, g"
KALI-RI-KAME-KATO,"Embedded and overlay parts made of angle steel, strip steel, and pipes",abstract_material,Steel embedded parts,t,4039.48,3800.8,4039.48,3979.81,4,EUR,19,MEPU-KARI-KAKAVO,"metal structures in grooves when framing niches of channels, openings and shafts, for hydraulic structures, weight up to 1 t • mechanical equipment and metal structures of hydraulic structures, weight"
RIRI-RI-KARI-KATO,Steel fasteners,abstract_material,"Galvanized steel turnbuckle, hook-hook, thread diameter M12, hook width 12 mm, tie length 210-310 mm",kg,3.31,0,3.31,2.76,1,EUR,19,PUNE-KAPU-KAKARI,
