resource_code,resource_name,resource_type,category,unit,unit_rate_avg,unit_rate_min,unit_rate_max,avg_cost_per_use,avg_quantity_per_use,currency,usage_count,price_variants,used_in_items_count,regions,parent_work_category,parent_collection,parent_department
KAVO-TO-KALI-KAME_KAKASARI,"Hot-rolled steel strip, steel grades St3sp, St3ps, dimensions 50x5 mm",material,Steel & Metal,t,12236.52,1594.64,59060.78,729.32,0.473,EUR,351,2,351,ENG_TORONTO;RU_STPETERSBURG,CONSTRUCTION WORK;EQUIPMENT INSTALLATION;МОНТАЖ ОБОРУДОВАНИЯ,"Pile driving, sinking wells, soil stabilization;Roofs;Оборудование сельскохозяйственных производств",MISCELLANEOUS WORKS;WOODEN STRUCTURES
PU_MEKAKA_KADXSA,Personnel: 2 man-hours/machine-hour,operator,Machine Operators,Machine hours,30.98,30.98,30.98,541.6,17.533,EUR,349,1,206,ENG_TORONTO,CONSTRUCTION WORK;EQUIPMENT INSTALLATION,"Earthworks;Monolithic concrete and reinforced concrete structures;Pile driving, sinking wells, soil stabilization",EQUIPMENT FOR INDIVIDUAL CHEMICAL INDUSTRY PRODUCTION FACILITIES;OPEN METHOD OF WORK
KARI-RI-KASA-KAPU,Crushed stone,material,Aggregates & Earth,m3,82.02,82.02,82.02,4424.78,53.9493,EUR,349,1,313,ENG_TORONTO,CONSTRUCTION WORK;REPAIR AND CONSTRUCTION WORKS,"Landscaping;Pile driving, sinking wells, soil stabilization;Railways",LANDSCAPING;MISCELLANEOUS WORKS
RITO-TO-KATO-KARI_KAKALIKA,"Seamless hot-rolled steel pipes with chamfered edges, made of steel grades 10, 20, 35, outer diameter 102 mm, wall thickness PU.SA mm",material,Steel & Metal,m,38.36,38.36,38.36,607.15,15.8256,EUR,349,1,349,ENG_TORONTO,CONSTRUCTION WORK,Tunneling works,MINING WORKS PERFORMED BY CONVENTIONAL METHODS
KAME-LI-MELI-MEME_KAKAKARI,Sanding paper,material,Aggregates & Earth,m2,91.84,7.92,293.4,76.4,3.8485,EUR,347,2,347,ENG_TORONTO;RU_STPETERSBURG,CONSTRUCTION WORK;REPAIR AND CONSTRUCTION WORKS;МОНТАЖ ОБОРУДОВАНИЯ,Finishing works;Heat supply and gas pipelines - outdoor networks;Painting work,LOCAL TELEPHONE COMMUNICATIONS;MECHANICAL EQUIPMENT FOR HYDRAULIC STRUCTURES
DXME-KADX-MERI_KATOME,Universal track wrenches,equipment,Other,Machine hours,0.45,0.45,0.45,7.4,16.4019,EUR,347,1,347,ENG_TORONTO,CONSTRUCTION WORK,Concrete and reinforced concrete structures of hydraulic engineering structures;Railways;Tunnels and subways,STRUCTURES OF MARITIME QUAYS AND PIERS;TRACK DEVICE
DXME-RIME-MEDX_KAMEPU,Pipe bending machines complete with mandrel for cold bending of pipes with an outer diameter of 219-530 mm,equipment,Pipe Equipment,Machine hours,2066.21,35.86,6115.42,848338.58,403.3893,EUR,346,3,233,ENG_TORONTO;RU_STPETERSBURG,CONSTRUCTION WORK;EQUIPMENT INSTALLATION;МОНТАЖ ОБОРУДОВАНИЯ,Equipment for building materials industry enterprises;Process pipelines;Технологические трубопроводы,ОБОРУДОВАНИЕ ХИМИЧЕСКИХ ЦЕХОВ КОКСОХИМИЧЕСКИХ ЗАВОДОВ;ТРУБОПРОВОДЫ ТЕХНОЛОГИЧЕСКИЕ МЕЖЦЕХОВЫЕ
PU_MEKAKA_KALISA,Personnel: 2 man-hours/machine-hour,operator,Machine Operators,Machine hours,27.38,26.91,107.65,1583.11,58.2693,EUR,344,2,344,ENG_TORONTO,CONSTRUCTION WORK;EQUIPMENT INSTALLATION,"Lifting and transport equipment;Motorways;Pile driving, sinking wells, soil stabilization",MISCELLANEOUS WORKS;PRECAST REINFORCED CONCRETE OVERPASSES AND PEDESTRIAN BRIDGES
DXME-KANE-KATO_KASAVO,Electricity: consumption KA.NETO kWh/machine-hour,electricity,Electricity,Machine hours,0.08,0.08,0.08,0.86,10.114,EUR,343,1,343,ENG_TORONTO,CONSTRUCTION WORK;EQUIPMENT INSTALLATION;REPAIR AND CONSTRUCTION WORKS,Light industry equipment;Tram tracks;Water supply - outdoor networks,EQUIPMENT FOR PREPARING WOOD RAW MATERIALS FOR PROCESSING;EQUIPMENT FOR THE WOOD CHEMICAL INDUSTRY
ME_MEKAKA_TOPU,"Средний разряд работы 3,4",material,Other,ч,591.38,591.38,591.38,60085.63,101.6024,EUR,340,1,340,RU_STPETERSBURG,МОНТАЖ ОБОРУДОВАНИЯ,Оборудование метрополитенов и тоннелей;Оборудование общего назначения;Оборудование сельскохозяйственных производств,ОБОРУДОВАНИЕ КАРТОНАЖНОГО ПРОИЗВОДСТВА;ОБОРУДОВАНИЕ ШВЕЙНЫХ И ШВЕЙНО-ТРИКОТАЖНЫХ ПРЕДПРИЯТИЙ И ПРОИЗВОДСТВ
KAME-LI-MELI-KALI_KAKASAPU,"Straight profile grinding wheel, dimensions 230x5x22 mm",material,Other,pcs,3.87,3.5,129.74,84.18,23.9943,EUR,339,2,339,ENG_TORONTO;RU_STPETERSBURG,CONSTRUCTION WORK;REPAIR AND CONSTRUCTION WORKS;МОНТАЖ ОБОРУДОВАНИЯ,"Heat supply and gas pipelines - outdoor networks;Pile driving, sinking wells, soil stabilization;Water supply - outdoor networks",HEAT SUPPLY - OUTDOOR NETWORKS;NUCLEAR POWER PLANT CONSTRUCTIONS
MEME-ME-KATO-KASA_KAKANENE,"Unedged softwood boards, natural moisture content, length RI-NE.SA m, width 100-250, thickness 30-50 mm, grade IV",material,Wood & Timber,m3,1215.23,487.52,18056.45,862.95,1.9536,EUR,338,2,338,ENG_TORONTO;RU_STPETERSBURG,CONSTRUCTION WORK;REPAIR AND CONSTRUCTION WORKS;МОНТАЖ ОБОРУДОВАНИЯ,"Floors;Stairs, porches;Walls","ROADS, WHEEL GUIDES, OVERPASSES, SLIDES, AND CROSSINGS IN SWAMPS;WOODEN STRUCTURES"
KAME-LI-MESA-KANE_KAMERIRI,"Steel construction nails, diameter ME.VO mm, length 50-60 mm",material,Steel & Metal,t,2548.17,2548.17,2548.17,110.14,0.0663,EUR,336,1,336,ENG_TORONTO,CONSTRUCTION WORK;REPAIR AND CONSTRUCTION WORKS,Floors;Other repair and construction work;Stove work,FACING WORKS;WOODEN STRUCTURES
KAME-LI-KANE-KALI_KAKAKARI,"Plastic mounting tapes for wire bundling, fastened with plastic buttons, width 10 mm",material,Other,10 m,20.13,1.61,59.58,5.38,0.3244,EUR,335,2,335,ENG_TORONTO;RU_STPETERSBURG,EQUIPMENT INSTALLATION;МОНТАЖ ОБОРУДОВАНИЯ,Electrical installations;Электротехнические установки,CABLE LINES AND ELECTRICAL EQUIPMENT FOR SPECIAL INSTALLATIONS FOR MINING OPERATIONS;DISTRIBUTION DEVICES AND SUBSTATIONS
TO_MEKAKA_KARI,Category II technician,labor,Labor Grades,person-hour,16.35,16.35,16.35,452.49,27.6749,EUR,334,1,334,ENG_TORONTO,COMMISSIONING;MAJOR EQUIPMENT REPAIRS,Electrical equipment;Overhaul and modernization of elevator equipment,SIGNALING DEVICES AND CIRCUITS;SYNCHRONOUS GENERATORS AND EXCITERS
DXME-KANE-KATO_KASALI,Electric winches with a pulling force of MERIRI.NERI kN (MERI.SA t),equipment,Hoists & Winches,Machine hours,19.51,1.85,68.47,2424.01,105.3495,EUR,332,3,245,ENG_TORONTO;RU_STPETERSBURG,CONSTRUCTION WORK;REPAIR AND CONSTRUCTION WORKS;МОНТАЖ ОБОРУДОВАНИЯ,Equipment for coal and peat industry enterprises;Equipment for printing industry enterprises;External engineering networks,EQUIPMENT FOR OPEN-PIT MINING;MECHANICAL PART OF FURNACES
ME_MEKAKA_PUVO,"Средний разряд работы 4,8",material,Other,ч,709.65,709.65,709.65,98162.1,138.3247,EUR,332,1,332,RU_STPETERSBURG,МОНТАЖ ОБОРУДОВАНИЯ,Оборудование зернохранилищ и предприятий по переработке зерна;Оборудование предприятий химической и нефтеперерабатывающей промышленности;Оборудование сельскохозяйственных производств,"ГИДРОЭНЕРГЕТИЧЕСКОЕ ОБОРУДОВАНИЕ;ОБОРУДОВАНИЕ ДОЗИРОВОЧНОЕ, СМЕСИТЕЛЬНОЕ, ЗАШИВОЧНОЕ ДЛЯ ХРАНЕНИЯ И ОТПУСКА ГОТОВОЙ ПРОДУКЦИИ"
DXME-KANE-KASA_KANEKA,"Universal front-end pneumatic wheeled single-bucket loaders, nominal capacity of main bucket KA.PUNE m3, load capacity 1 t",equipment,Excavators,Machine hours,24.08,18.14,671.79,69.48,3.8257,EUR,330,2,330,ENG_TORONTO;RU_STPETERSBURG,CONSTRUCTION WORK;REPAIR AND CONSTRUCTION WORKS;МОНТАЖ ОБОРУДОВАНИЯ,"Floors;Motorways;Pile driving, sinking wells, soil stabilization",GREENHOUSES AND VEGETABLE STORAGE FACILITIES;ОБОРУДОВАНИЕ ШВЕЙНЫХ И ШВЕЙНО-ТРИКОТАЖНЫХ ПРЕДПРИЯТИЙ И ПРОИЗВОДСТВ
KASA-ME-KAVO-MEPU,Reinforced concrete gripper limiters,material,Concrete & Cement,pcs,1377.93,1353.58,1416.97,112243.87,81.5914,EUR,328,2,328,ENG_TORONTO,CONSTRUCTION WORK,Motorways;Precast concrete and reinforced concrete structures;Tram tracks,GREENHOUSES AND VEGETABLE STORAGE FACILITIES;MISCELLANEOUS WORKS
DXME-RIME-KAME_KAMERI,"High-pressure painting units for painting structural surfaces, power 1 kW",equipment,Other,Machine hours,0.71,0.17,6.24,2.58,4.2526,EUR,328,3,303,ENG_TORONTO;RU_STPETERSBURG,CONSTRUCTION WORK;REPAIR AND CONSTRUCTION WORKS;МОНТАЖ ОБОРУДОВАНИЯ,"Devices, automation and computing equipment;Painting work;Pile driving, sinking wells, soil stabilization",COATING WITH PAINT AND VARNISH MATERIALS;MISCELLANEOUS WORKS
DXME-KADX-MERI_KATOME,Electricity: consumption KA.SA kW·h/machine-hour,electricity,Electricity,Machine hours,0.07,0.07,0.07,1.15,17.3487,EUR,328,1,328,ENG_TORONTO,CONSTRUCTION WORK,Concrete and reinforced concrete structures of hydraulic engineering structures;Railways;Tunnels and subways,STRUCTURES OF MARITIME QUAYS AND PIERS;TRACK DEVICE
DXME-KAPU-KAME_KATOTO,"Drilling and crane machines based on a crawler tractor with a power of 93 kW (126 hp), drilling depth up to 5 m, hole diameter up to 800 mm",equipment,Cranes,Machine hours,35.04,35.04,35.04,36.11,1.0306,EUR,327,1,327,ENG_TORONTO,CONSTRUCTION WORK,Metal building structures;Motorways;Power lines,PHYSICAL PERIMETER PROTECTION MEANS;ROAD CONSTRUCTION
KAME-LI-KANE-KATO_KAKAKARI,"PVC anti-corrosion tape with adhesive layer on one side for pipe insulation, black, width 450 mm, thickness KA.PU mm",material,Pipes & Fittings,m2,3.32,3.32,3.32,3094.0,931.8714,EUR,327,1,327,ENG_TORONTO,CONSTRUCTION WORK;REPAIR AND CONSTRUCTION WORKS,Heat supply and gas pipelines - outdoor networks;Main and industrial pipelines;Other repair and construction work,GAS PIPELINES IN CITIES AND SETTLEMENTS;OTHER REPAIR AND CONSTRUCTION WORKS
DXME-KANE-KATO_KATOPU,Auxiliary mine winches with a pulling force of RIPU.SATO kN (RI.SA t),equipment,Hoists & Winches,Machine hours,21.3,1.63,60.49,783.74,56.3889,EUR,327,3,224,ENG_TORONTO;RU_STPETERSBURG,CONSTRUCTION WORK;EQUIPMENT INSTALLATION;МОНТАЖ ОБОРУДОВАНИЯ,Equipment for coal and peat industry enterprises;Process pipelines;Оборудование предприятий угольной и торфяной промышленности,MINE EQUIPMENT;ТРУБОПРОВОДЫ ШАХТНЫЕ
KAME-LI-MEDX-KAPU_KAKAPUKA,"Rubber plates 1F-I-MBS-M, thickness 1-20 mm",material,Rubber & Gaskets,kg,720.25,37.87,1402.63,2637.99,3.8892,EUR,326,2,326,ENG_TORONTO;RU_STPETERSBURG,EQUIPMENT INSTALLATION;МОНТАЖ ОБОРУДОВАНИЯ,Nuclear power plant equipment;Оборудование атомных электрических станций,MISCELLANEOUS WORKS;NUCLEAR STEAM GENERATING UNITS
DXME-RIME-MEDX_KATORI,Electricity: consumption ME.VORI kW·h/machine-hour,electricity,Electricity,Machine hours,0.24,0.24,0.24,0.51,2.0909,EUR,325,1,325,ENG_TORONTO,EQUIPMENT INSTALLATION,Nuclear power plant equipment;Process pipelines;Thermal power equipment,MISCELLANEOUS WORKS;STEAM TURBINE UNITS
DXME-MESA-KARI_KAMESA,"Crawler tractors, power 244 kW (330 hp)",equipment,Trucks & Vehicles,Machine hours,1679.52,101.06,3742.8,27103.55,17.6897,EUR,323,2,323,ENG_TORONTO;RU_STPETERSBURG,CONSTRUCTION WORK;EQUIPMENT INSTALLATION;МОНТАЖ ОБОРУДОВАНИЯ,"Compressor units, pumps, and fans;Equipment for coal and peat industry enterprises;Overhead work",CRUSHING AND GRINDING EQUIPMENT;EQUIPMENT FOR OPEN-PIT MINING
MEME-ME-KATO-KAME_KAKANEPU,"Edged coniferous timber (spruce, pine), natural moisture content, length RI-NE.SA m, width 20-90 mm, thickness 20-90 mm, grade IV",material,Wood & Timber,m3,358.33,322.36,11939.25,48.55,0.3264,EUR,323,2,323,ENG_TORONTO;RU_STPETERSBURG,CONSTRUCTION WORK;REPAIR AND CONSTRUCTION WORKS;МОНТАЖ ОБОРУДОВАНИЯ,"Drilling and blasting;Other repair and construction work;Pile driving, sinking wells, soil stabilization",MISCELLANEOUS WORKS;PRECAST REINFORCED CONCRETE OVERPASSES AND PEDESTRIAN BRIDGES
DXME-METO-KATO_MEMERI,"Special-purpose all-terrain vehicles, load capacity up to ME.SA tons",equipment,Other,Machine hours,14.93,14.93,14.93,7.54,0.5053,EUR,321,1,321,ENG_TORONTO,CONSTRUCTION WORK,Drilling and blasting;Main and industrial pipelines;Motorways,"CONSTRUCTION OF FOUNDATIONS AND COVERINGS;LOOSENING OF ROCK SOILS WITH CHAMBER CHARGES, MASSIVE BLASTING OF SOILS FOR EJECTING AND DISPOSING OF EXCAVATIONS (CHANNELS)"
DXME-RIME-RIRI_PUDXME,Universal hydraulic pipe benders,equipment,Pipe Equipment,Machine hours,10.1,0.92,33.99,322.26,29.1693,EUR,320,3,232,ENG_TORONTO;RU_STPETERSBURG,CONSTRUCTION WORK;EQUIPMENT INSTALLATION;МОНТАЖ ОБОРУДОВАНИЯ,Monolithic concrete and reinforced concrete structures;Process pipelines;Электротехнические установки,NUCLEAR STEAM GENERATING UNITS;МАСЛОПРОВОДЫ ОБОРУДОВАНИЯ ТЕПЛОВЫХ ЭЛЕКТРОСТАНЦИЙ
RIRI-RI-KARI-KASA_KAKAKAME,Open rings for wires with a diameter of PU.KA-SA.KA mm,material,Other,1000 pcs,4164.69,218.98,8110.4,190.57,0.0485,EUR,320,2,320,ENG_TORONTO;RU_STPETERSBURG,EQUIPMENT INSTALLATION;МОНТАЖ ОБОРУДОВАНИЯ,Communication equipment;Оборудование связи,SERVICE COMMUNICATIONS ON RAILWAY TRANSPORT;ЛИНИИ СВЯЗИ
DXME-KAPU-KAME_KAPUNE,Heavy drilling hammers for use with stationary compressor stations,equipment,Compressors,Machine hours,6.06,6.06,6.06,988.76,163.2061,EUR,319,1,319,ENG_TORONTO,CONSTRUCTION WORK,Tunnels and subways,CLOSED METHOD OF OPERATION
RISA-RI-KAME-KAME_KAKAKAME,A671 marking tags,material,Other,100 pcs,260.91,17.0,629.66,48.37,0.3108,EUR,319,2,319,ENG_TORONTO;RU_STPETERSBURG,EQUIPMENT INSTALLATION;МОНТАЖ ОБОРУДОВАНИЯ,Electrical installations;Электротехнические установки,ELECTRIC POWER AND ELECTRIC LIGHTING INSTALLATIONS;ЭЛЕКТРОСИЛОВЫЕ И ЭЛЕКТРООСВЕТИТЕЛЬНЫЕ УСТАНОВКИ
KAVO-TO-MEME-KAME_MEMEKANE,"Hot-rolled steel channels, steel grades St3ps, St3sp, No. 40U, No. 40P",material,Steel & Metal,t,4234.3,3803.3,140862.8,67.38,0.0567,EUR,318,2,318,ENG_TORONTO;RU_STPETERSBURG,CONSTRUCTION WORK;EQUIPMENT INSTALLATION;МОНТАЖ ОБОРУДОВАНИЯ,"Drilling and blasting;Pile driving, sinking wells, soil stabilization;Temporary prefabricated buildings and structures",BUILDINGS AND BUILDING FRAMES;MISCELLANEOUS WORKS
KAME-LI-KASA-KADX_KAKAKATO,"Textolite sheet A, thickness from RI.RI to PU.SA mm",material,Other,kg,197.47,10.38,384.55,612.67,3.1026,EUR,318,2,318,ENG_TORONTO;RU_STPETERSBURG,EQUIPMENT INSTALLATION;МОНТАЖ ОБОРУДОВАНИЯ,Equipment for hydroelectric power stations and hydraulic structures;Rolling mill equipment;Оборудование прокатных производств,RENTAL EQUIPMENT;ГИДРОЭНЕРГЕТИЧЕСКОЕ ОБОРУДОВАНИЕ
RISA-ME-KATO-KARI_KAKAKAME,"Crutches for broad gauge railways, cross section 16x16 mm, length 165 mm",material,Other,t,24313.11,3205.97,118739.81,2026.28,0.6654,EUR,312,2,312,ENG_TORONTO;RU_STPETERSBURG,CONSTRUCTION WORK;EQUIPMENT INSTALLATION;МОНТАЖ ОБОРУДОВАНИЯ,Lifting and transport equipment;Оборудование общего назначения;Оборудование предприятий целлюлозно-бумажной промышленности,"EQUIPMENT FOR PREPARING WOOD RAW MATERIALS FOR PROCESSING;ОБОРУДОВАНИЕ ДЛЯ ПРОИЗВОДСТВА БУМАГИ, КАРТОНА, ТОВАРНОЙ ЦЕЛЛЮЛОЗЫ И ТОВАРНОЙ ДРЕВЕСНОЙ МАССЫ"
DXME-KASA-KALI_KAKAPU,"Railway cranes, load capacity 80 t",equipment,Cranes,Machine hours,448.22,207.63,7690.03,14485.93,64.0586,EUR,311,2,311,ENG_TORONTO;RU_STPETERSBURG,CONSTRUCTION WORK;EQUIPMENT INSTALLATION;МОНТАЖ ОБОРУДОВАНИЯ,Electric furnaces;Lifting and transport equipment;Оборудование предприятий угольной и торфяной промышленности,MISCELLANEOUS WORKS;PRECAST REINFORCED CONCRETE OVERPASSES AND PEDESTRIAN BRIDGES
DXME-MEDX-KAVO_KAMEME,"Pumps, capacity 100 m3/h, head 30 m, power 11 kW",equipment,Pumps,Machine hours,2.05,2.05,2.05,3.65,1.7808,EUR,310,1,310,ENG_TORONTO,CONSTRUCTION WORK,Earthworks;Metal building structures;Work during the reconstruction of buildings and structures,"DRILLING AND PUNCHING HOLES AND OPENINGS IN STRUCTURES. FILLING HOLES, SOCKETS, AND GROOVES;OTHER TYPES OF EARTHWORKS, PREPARATORY, ACCOMPANYING AND REINFORCEMENT WORKS"
DXME-MEDX-KAVO_KAMEME,Electricity: consumption PU.DXSA kWh/machine-hour,electricity,Electricity,Machine hours,0.66,0.66,0.66,1.18,1.7808,EUR,310,1,310,ENG_TORONTO,CONSTRUCTION WORK,Earthworks;Metal building structures;Work during the reconstruction of buildings and structures,"DRILLING AND PUNCHING HOLES AND OPENINGS IN STRUCTURES. FILLING HOLES, SOCKETS, AND GROOVES;OTHER TYPES OF EARTHWORKS, PREPARATORY, ACCOMPANYING AND REINFORCEMENT WORKS"
KAME-RI-KAME-KARI_KAKATOME,"Bitumen petroleum construction insulation BNI-IV-3, BNI-IV, BNI-V",material,Insulation,t,9120.15,762.38,28236.32,205.66,0.2546,EUR,309,2,309,ENG_TORONTO;RU_STPETERSBURG,CONSTRUCTION WORK;REPAIR AND CONSTRUCTION WORKS;МОНТАЖ ОБОРУДОВАНИЯ,"Communication equipment;Equipment for coal and peat industry enterprises;Pile driving, sinking wells, soil stabilization","MISCELLANEOUS WORKS;RESIDENTIAL, PUBLIC, AND ADMINISTRATIVE AND UTILITY BUILDINGS OF INDUSTRIAL ENTERPRISES"
MERI-ME-KARI-MESA,Rolled waterproofing materials,material,Waterproofing,m2,10.53,0.91,10.69,9296.53,871.4353,EUR,308,2,295,ENG_TORONTO,CONSTRUCTION WORK;REPAIR AND CONSTRUCTION WORKS,Floors;Roofs;Water supply - outdoor networks,ANTI-CORROSION INSULATION OF STEEL PIPELINES;ROOFS
KAME-LI-KALI-MERI_KAKAMERI,"Polyethylene wrapping film, thickness KA.NE mm",material,Other,m2,5.81,5.81,5.81,1292.63,222.367,EUR,307,1,307,ENG_TORONTO,CONSTRUCTION WORK,Main and industrial pipelines;Monolithic concrete and reinforced concrete structures;Railways,CONSTRUCTION OF UNDERPASSES;STRUCTURES OF NUCLEAR POWER PLANT BUILDINGS
KAME-LI-MESA-MEPU_KAMENETO,"Self-tapping steel screws with a semi-circular head and a straight slot, pointed, diameter TO.SA mm, length 30-35 mm",material,Steel & Metal,kg,34.66,3.85,142.48,24.04,1.4567,EUR,306,2,306,ENG_TORONTO;RU_STPETERSBURG,CONSTRUCTION WORK;REPAIR AND CONSTRUCTION WORKS;МОНТАЖ ОБОРУДОВАНИЯ,"Floors;Signaling, centralization, interlocking, and contact network equipment for railway transport;Stairs, porches","RENTAL EQUIPMENT;SIGNALING, CENTRALIZATION, AND LOCKING EQUIPMENT FOR RAILWAYS"
DXME-RIKA-KATO_KAKAME,"Tugs, power 110 kW (150 hp)",equipment,Other,Machine hours,58.24,58.24,58.24,452.43,7.768,EUR,305,1,305,ENG_TORONTO,CONSTRUCTION WORK;REPAIR AND CONSTRUCTION WORKS,"Metal structures of hydraulic engineering structures;Pile driving, sinking wells, soil stabilization;Underwater construction (diving) works",METAL STRUCTURES OF HYDRAULIC ENGINEERING STRUCTURES;UNDERWATER CONSTRUCTION (DIVING) WORK IN MARINE CONDITIONS IN ENCLOSED WATERS
DXME-MEKA-KASA_KAMEKA,"Pipe layers, rated load capacity 50 t",equipment,Other,Machine hours,386.66,176.61,6541.08,12789.53,71.7808,EUR,303,2,303,ENG_TORONTO;RU_STPETERSBURG,CONSTRUCTION WORK;EQUIPMENT INSTALLATION;МОНТАЖ ОБОРУДОВАНИЯ,"Heat supply and gas pipelines - outdoor networks;Pile driving, sinking wells, soil stabilization;Water supply - outdoor networks",ANTI-CORROSION INSULATION OF STEEL PIPELINES;CONSTRUCTION OF UNDERPASSES
KALI-RI-KALI-METO,Steel structures,material,Steel & Metal,t,4672.23,130.58,4732.99,6073.85,1.3004,EUR,303,2,303,ENG_TORONTO,CONSTRUCTION WORK,"Pile driving, sinking wells, soil stabilization;Precast concrete and reinforced concrete structures;Roofs",BUILDINGS AND BUILDING FRAMES;GREENHOUSES AND VEGETABLE STORAGE FACILITIES
KAME-LI-MESA-MEKA_KAKASATO,Metal staples,material,Steel & Metal,kg,14.32,6.52,241.39,189.19,25.0231,EUR,301,2,301,ENG_TORONTO;RU_STPETERSBURG,CONSTRUCTION WORK;REPAIR AND CONSTRUCTION WORKS;МОНТАЖ ОБОРУДОВАНИЯ,Tunnels and subways;Wooden structures;Электротехнические установки,OPEN METHOD OF WORK;WOODEN STRUCTURES
